storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
lVMN_iO62Dc,Big-name,OTHER,none,none,Big-name,904,0.4000000059604645,0.4000000059604645,COMMON,0.017819907516241074,0.4000000059604645,0.4000000059604645,OTHER,,Big-name,big-name,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,president,PERSON,none,none,president,654,0.0,0.0,COMMON,0.017764819785952568,0.0,0.0,OTHER,PERSON,president,president,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,show,WORK_OF_ART,none,none,show,552,0.4000000059604645,-0.4000000059604645,COMMON,0.016039865091443062,0.4000000059604645,-0.4000000059604645,OTHER,,show,show,,,,,WORK_OF_ART,WORK_OF_ART,EVENT
lVMN_iO62Dc,things,OTHER,none,none,things,952,0.0,0.0,COMMON,0.015117087401449682,0.0,0.0,OTHER,EVENT,thing,thing,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,name,OTHER,none,none,name,867,0.5,0.5,COMMON,0.014831163920462132,0.5,0.5,OTHER,"ORGANIZATION, PERSON",name,name,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,demographic,OTHER,none,none,demographic,694,0.0,0.0,COMMON,0.014235573820769787,0.0,0.0,OTHER,,demographic,demographic,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,sir,OTHER,none,none,sir,469,0.0,0.0,COMMON,0.01410707738250494,0.0,0.0,OTHER,PERSON,sir,sir,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,act,EVENT,none,none,act,540,0.4000000059604645,-0.4000000059604645,COMMON,0.01409055944532156,0.4000000059604645,-0.4000000059604645,OTHER,,act,act,,,,,EVENT,EVENT,EVENT
lVMN_iO62Dc,person,PERSON,none,none,person,504,0.0,0.0,COMMON,0.01409055944532156,0.0,0.0,OTHER,,person,person,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,cartoon character,PERSON,none,none,cartoon character,807,0.10000000149011612,0.10000000149011612,COMMON,0.01302846893668175,0.10000000149011612,0.10000000149011612,OTHER,,cartoon character,cartoon character,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,ears,OTHER,none,none,ears,764,0.10000000149011612,0.10000000149011612,COMMON,0.012712009251117706,0.10000000149011612,0.10000000149011612,OTHER,,ear,ear,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,Fallon,PERSON,none,none,Fallon,215,0.0,0.0,PROPER,0.012468414381146431,0.0,0.0,OTHER,,Fallon,fallon,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,beast,OTHER,none,none,beast,1104,0.6000000238418579,0.6000000238418579,COMMON,0.01147603802382946,0.6000000238418579,0.6000000238418579,OTHER,PERSON,beast,beast,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,submarine,OTHER,none,none,submarine,1197,0.20000000298023224,0.20000000298023224,COMMON,0.011116855777800085,0.20000000298023224,0.20000000298023224,OTHER,,submarine,submarine,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,tank frame,OTHER,none,none,tank frame,1139,0.0,0.0,COMMON,0.00977499969303608,0.0,0.0,OTHER,,tank frame,tank frame,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,thing,OTHER,none,none,thing,1353,0.0,0.0,COMMON,0.008515835739672184,0.0,0.0,OTHER,EVENT,thing,thing,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,American,LOCATION,none,none,American,596,0.0,0.0,PROPER,0.008416234515607357,0.0,0.0,OTHER,PERSON,American,american,,,,,LOCATION,PERSON,PERSON
lVMN_iO62Dc,submarine,OTHER,none,none,submarine,1343,0.10000000149011612,-0.10000000149011612,COMMON,0.007767133880406619,0.10000000149011612,-0.10000000149011612,OTHER,,submarine,submarine,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,everywhere,LOCATION,none,none,everywhere,1428,0.0,0.0,COMMON,0.007760763168334961,0.0,0.0,OTHER,,everywhere,everywhere,,,,,LOCATION,LOCATION,LOCATION
lVMN_iO62Dc,seat warmers,OTHER,none,none,seat warmers,1306,0.6000000238418579,0.6000000238418579,COMMON,0.006825142540037632,0.6000000238418579,0.6000000238418579,OTHER,,seat warmer,seat warmer,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,standard,OTHER,none,none,standard,1419,0.4000000059604645,0.4000000059604645,COMMON,0.006816599518060684,0.4000000059604645,0.4000000059604645,OTHER,,standard,standard,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,Oh my God,WORK_OF_ART,none,none,Oh my God,1151,0.0,0.0,PROPER,0.006574484519660473,0.0,0.0,OTHER,,Oh my God,oh my god,,,,,WORK_OF_ART,WORK_OF_ART,EVENT
lVMN_iO62Dc,one,OTHER,none,none,one,939,0.10000000149011612,0.10000000149011612,COMMON,0.006260571070015431,0.10000000149011612,0.10000000149011612,OTHER,,one,one,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,thing,OTHER,none,none,thing,1049,0.0,0.0,COMMON,0.005359549541026354,0.0,0.0,OTHER,EVENT,thing,thing,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,anything,OTHER,none,none,anything,1061,0.5,0.5,COMMON,0.004290662705898285,0.5,0.5,OTHER,,anything,anything,,,,,OTHER,OTHER,OTHER
lVMN_iO62Dc,Barack Obama,PERSON,/m/02mjmr,https://en.wikipedia.org/wiki/Barack_Obama,Barack Obama,919,0.0,0.0,PROPER,0.00326898111961782,0.8999999761581421,0.4000000059604645,OTHER,,Barack Obama,barack obama,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,Barack Obama,PERSON,/m/02mjmr,https://en.wikipedia.org/wiki/Barack_Obama,Barack Obama,1011,0.8999999761581421,0.8999999761581421,PROPER,0.00326898111961782,0.8999999761581421,0.4000000059604645,OTHER,,Barack Obama,barack obama,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,O Rama,PERSON,none,none,O Rama,1070,0.8999999761581421,0.8999999761581421,PROPER,0.003049442544579506,0.8999999761581421,0.8999999761581421,OTHER,,O Rama,o rama,,,,,PERSON,PERSON,PERSON
lVMN_iO62Dc,Nickelodeon,ORGANIZATION,/m/0146mv,https://en.wikipedia.org/wiki/Nickelodeon,Nickelodeon,1037,0.0,0.0,PROPER,0.002536698943004012,0.0,0.0,ORGANIZATION,,Nickelodeon,nickelodeon,,,,,ORGANIZATION,ORGANIZATION,ORGANIZATION
